Title,Publication Date,URL,Type,Language,Categories,Cover Image,Publishers,Authors
ChatGPT and AI for Accountants,2024-06-28,https://learning.oreilly.com/library/view/-/9781835466537/,book,en,Data,https://learning.oreilly.com/library/cover/9781835466537/,[Packt Publishing],[Dr. Scott Dell Dr. Mfon Akpan]
Elastic Stack 8.x Cookbook,2024-06-28,https://learning.oreilly.com/library/view/-/9781837634293/,book,en,Data,https://learning.oreilly.com/library/cover/9781837634293/,[Packt Publishing],[Huage Chen Yazid Akadiri]
Ethical Password Cracking,2024-06-28,https://learning.oreilly.com/library/view/-/9781804611265/,book,en,Security,https://learning.oreilly.com/library/cover/9781804611265/,[Packt Publishing],[James Leyte-Vidal]
Mastering Project Management with ClickUp for Work and Home Life Balance,2024-06-28,https://learning.oreilly.com/library/view/-/9781835468739/,book,en,Business,https://learning.oreilly.com/library/cover/9781835468739/,[Packt Publishing],[Edward Unger]
Real-World Edge Computing,2024-06-28,https://learning.oreilly.com/library/view/-/9781835885840/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781835885840/,[Packt Publishing],[Robert High Sanjeev Gupta]
Hands-On MySQL Administration,2024-06-28,https://learning.oreilly.com/library/view/-/9781098155889/,book,en,Data,https://learning.oreilly.com/library/cover/9781098155889/,"[O'Reilly Media, Inc.]",[Arunjith Aravindan Jeyaram Ayyalusamy]
Mastering Spring Boot 3.0,2024-06-28,https://learning.oreilly.com/library/view/-/9781803230788/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803230788/,[Packt Publishing],[Ahmet Meric]
Malware Development for Ethical Hackers,2024-06-28,https://learning.oreilly.com/library/view/-/9781801810173/,book,en,Security,https://learning.oreilly.com/library/cover/9781801810173/,[Packt Publishing],[Zhassulan Zhussupov]
API Security for White Hat Hackers,2024-06-28,https://learning.oreilly.com/library/view/-/9781800560802/,book,en,Security,https://learning.oreilly.com/library/cover/9781800560802/,[Packt Publishing],[Confidence Staveley]
Microsoft Power Pages in Action,2024-06-28,https://learning.oreilly.com/library/view/-/9781837630455/,book,en,Web & Mobile,https://learning.oreilly.com/library/cover/9781837630455/,[Packt Publishing],[Faisal Hussona]
Securing Cloud PCs and Azure Virtual Desktop,2024-06-28,https://learning.oreilly.com/library/view/-/9781835460252/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781835460252/,[Packt Publishing],[Dominiek Verham Johan Vanneuville]
Keap Cookbook,2024-06-28,https://learning.oreilly.com/library/view/-/9781805129493/,book,en,Business,https://learning.oreilly.com/library/cover/9781805129493/,[Packt Publishing],[Michelle Bell]
System Programming Essentials with Go,2024-06-28,https://learning.oreilly.com/library/view/-/9781837634132/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781837634132/,[Packt Publishing],[Alex Rios]
Internet of Things Programming Projects - Second Edition,2024-06-28,https://learning.oreilly.com/library/view/-/9781835082959/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781835082959/,[Packt Publishing],[Colin Dow]
Defensive Security with Kali Purple,2024-06-28,https://learning.oreilly.com/library/view/-/9781835088982/,book,en,Security,https://learning.oreilly.com/library/cover/9781835088982/,[Packt Publishing],[Karl Lane]
Programming WebRTC,2024-06-27,https://learning.oreilly.com/library/view/-/9798888651100/,book,en,Software Development,https://learning.oreilly.com/library/cover/9798888651100/,[Pragmatic Bookshelf],[Karl Stolley]
Digital Transformation with AI and Smart Servicing Technologies for Sustainable Rural Development,2024-06-27,https://learning.oreilly.com/library/view/-/9781040048696/,book,en,Business,https://learning.oreilly.com/library/cover/9781040048696/,[CRC Press],[Shengfeng Qin Hongan Wang Cuixia Ma]
"Software Development, Design, and Coding: With Patterns, Debugging, Unit Testing, and Refactoring",2024-06-27,https://learning.oreilly.com/library/view/-/9798868802850/,book,en,Software Development,https://learning.oreilly.com/library/cover/9798868802850/,[Apress],[John F. Dooley Vera A. Kazakova]
Take Control of Solving Mac Problems,2024-06-26,https://learning.oreilly.com/library/view/-/9781990783517/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781990783517/,[Take Control Books],[Joe Kissell]
Fog Computing for Intelligent Cloud IoT Systems,2024-06-26,https://learning.oreilly.com/library/view/-/9781394174614/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781394174614/,[Wiley-Scrivener],[Chandan Banerjee Anupam Ghosh Rajdeep Chakraborty Ahmed A. Elngar]
"Defensive Security Handbook, 2nd Edition",2024-06-26,https://learning.oreilly.com/library/view/-/9781098127237/,book,en,Security,https://learning.oreilly.com/library/cover/9781098127237/,"[O'Reilly Media, Inc.]",[Lee Brotherston Amanda Berlin William F. Reyor]
Simulation Techniques of Digital Twin in Real-Time Applications,2024-06-26,https://learning.oreilly.com/library/view/-/9781394256976/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9781394256976/,[Wiley-Scrivener],[Abhineet Anand Anita Sardana Abhishek Kumar Srikanta Kumar Mohapatra Shikha Gupta]
Drawing 101: Pocket Guide,2024-06-26,https://learning.oreilly.com/library/view/-/9798888142783/,book,en,Design,https://learning.oreilly.com/library/cover/9798888142783/,[Rocky Nook],[Josh Powell]
"Designing Software Architectures: A Practical Approach, 2nd Edition",2024-06-26,https://learning.oreilly.com/library/view/-/9780138108069/,book,en,Software Development,https://learning.oreilly.com/library/cover/9780138108069/,[Addison-Wesley Professional],[Humberto Cervantes Rick Kazman]
Learn Java Fundamentals: A Primer for Java Development and Programming,2024-06-25,https://learning.oreilly.com/library/view/-/9798868803512/,book,en,Software Development,https://learning.oreilly.com/library/cover/9798868803512/,[Apress],[Jeff Friesen]
Introduction to LiDAR Remote Sensing,2024-06-25,https://learning.oreilly.com/library/view/-/9781040034569/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9781040034569/,[CRC Press],[Cheng Wang Xuebo Yang Xiaohuan Xi Sheng Nie Pinliang Dong]
The Complete Color Harmony: Deluxe Edition,2024-06-25,https://learning.oreilly.com/library/view/-/9780760392584/,book,en,Design,https://learning.oreilly.com/library/cover/9780760392584/,[Rockport Publishers],[Tina Sutton Stuart Semple]
Intelligent Communication Networks,2024-06-06,https://learning.oreilly.com/library/view/-/9781040032466/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781040032466/,[CRC Press],[Rajarshi Mahapatra Siddhartha Bhattacharyya Avishek Nag]
CompTIA Linux+ Certification Companion: Hands-on Preparation to Master Linux Administration,2024-06-06,https://learning.oreilly.com/library/view/-/9798868801280/,book,en,Software Development,https://learning.oreilly.com/library/cover/9798868801280/,[Apress],[Ahmed F. Sheikh]
Knowledge Production Modes between Science and Applications 2,2024-06-05,https://learning.oreilly.com/library/view/-/9781786309358/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9781786309358/,[Wiley-ISTE],[Jean-Claude Andre]
The Engineering Leadership Playbook: Strategies for Team Success and Business Growth,2024-06-05,https://learning.oreilly.com/library/view/-/9798868801402/,book,en,Business,https://learning.oreilly.com/library/cover/9798868801402/,[Apress],[Raphael Neves]
Pandas Workout,2024-06-05,https://learning.oreilly.com/library/view/-/9781617299728/,book,en,Data,https://learning.oreilly.com/library/cover/9781617299728/,[Manning Publications],[Reuven M. Lerner]
"SIE Exam 2025/2026 For Dummies, 4th Edition",2024-06-05,https://learning.oreilly.com/library/view/-/9781394261871/,book,en,Business,https://learning.oreilly.com/library/cover/9781394261871/,[For Dummies],[Steven M. Rice]
"Spring Security in Action, Second Edition",2024-06-04,https://learning.oreilly.com/library/view/-/9781633437975/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781633437975/,[Manning Publications],[Laurentiu Spilca]
"Technoscientific Research, 2nd Edition",2024-06-04,https://learning.oreilly.com/library/view/-/9783111180755/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9783111180755/,[De Gruyter],[Roman Z. Morawski]
Hybrid Aerogels,2024-06-04,https://learning.oreilly.com/library/view/-/9783111252032/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9783111252032/,[De Gruyter],[Krunal M. Gangawane Debabrata Panda]
Tea Cultures of Europe: Heritage and Hospitality,2024-06-04,https://learning.oreilly.com/library/view/-/9783110758719/,book,en,Other,https://learning.oreilly.com/library/cover/9783110758719/,[De Gruyter],[Hartwig Bohne]
Exiting Violence,2024-06-04,https://learning.oreilly.com/library/view/-/9783110796896/,book,en,Other,https://learning.oreilly.com/library/cover/9783110796896/,[De Gruyter],[Debora Tonelli Gerard J. Mannion]
Make: Radio,2024-06-04,https://learning.oreilly.com/library/view/-/9781680456769/,book,en,Hardware,https://learning.oreilly.com/library/cover/9781680456769/,[Make: Community],[Fredrik Jansson]
Digital Transformation in Your Manufacturing Business,2024-06-04,https://learning.oreilly.com/library/view/-/9781040025680/,book,en,Business,https://learning.oreilly.com/library/cover/9781040025680/,[CRC Press],[Will Kinghorn]
Artificial Intelligence Enabled Management,2024-06-04,https://learning.oreilly.com/library/view/-/9783111173252/,book,en,Data,https://learning.oreilly.com/library/cover/9783111173252/,[De Gruyter],[Rubee Singh Shahbaz Khan Anil Kumar Vikas Kumar]
How Leaders Learn,2024-06-04,https://learning.oreilly.com/library/view/-/9781647827557/,book,en,Business,https://learning.oreilly.com/library/cover/9781647827557/,[Harvard Business Review Press],[David Novak Lari Bishop]
"Probability Theory, 2nd Edition",2024-06-04,https://learning.oreilly.com/library/view/-/9783111325170/,book,en,Data,https://learning.oreilly.com/library/cover/9783111325170/,[De Gruyter],[Werner Linde]
Identity Designed: The Process,2024-06-04,https://learning.oreilly.com/library/view/-/9780760384077/,book,en,Design,https://learning.oreilly.com/library/cover/9780760384077/,[Rockport Publishers],[David Airey]
De Gruyter Handbook of Digital Entrepreneurship,2024-06-04,https://learning.oreilly.com/library/view/-/9783110764260/,book,en,Business,https://learning.oreilly.com/library/cover/9783110764260/,[De Gruyter],[Wadid Lamine Sarah Jack Alain Fayolle David B. Audretsch]
Mastering Transformers - Second Edition,2024-06-03,https://learning.oreilly.com/library/view/-/9781837633784/,book,en,Data,https://learning.oreilly.com/library/cover/9781837633784/,[Packt Publishing],[Savaş Yıldırım Meysam Asgari- Chenaghlu]
Keep Your Day Job,2024-06-03,https://learning.oreilly.com/library/view/-/9781040035894/,book,en,Business,https://learning.oreilly.com/library/cover/9781040035894/,[Routledge],[Dannie Fountain]
Using Stable Diffusion with Python,2024-06-03,https://learning.oreilly.com/library/view/-/9781835086377/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781835086377/,[Packt Publishing],[Andrew Zhu (Shudong Zhu)]
Innovating From Within,2024-06-03,https://learning.oreilly.com/library/view/-/9781040028858/,book,en,Business,https://learning.oreilly.com/library/cover/9781040028858/,[Routledge],[Alexandrina Pauceanu Małgorzata Porada-Rochoń]
Extending Creativity with Adobe Firefly,2024-06-03,https://learning.oreilly.com/library/view/-/9781835084281/,book,en,Design,https://learning.oreilly.com/library/cover/9781835084281/,[Packt Publishing],[Rollan Bañez]
Peter Drucker and Management,2024-06-03,https://learning.oreilly.com/library/view/-/9781040029718/,book,en,Business,https://learning.oreilly.com/library/cover/9781040029718/,[Routledge],[Karen E. Linkletter]
Pragmatic Microservices with C# and Azure,2024-05-31,https://learning.oreilly.com/library/view/-/9781835088296/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781835088296/,[Packt Publishing],[Christian Nagel]
Data Engineering with Databricks Cookbook,2024-05-31,https://learning.oreilly.com/library/view/-/9781837633357/,book,en,Data,https://learning.oreilly.com/library/cover/9781837633357/,[Packt Publishing],[Pulkit Chadha]
Salesforce B2C Solution Architect's Handbook - Second Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781804619902/,book,en,Business,https://learning.oreilly.com/library/cover/9781804619902/,[Packt Publishing],[Mike King Melissa Murphy]
HashiCorp Terraform Associate (003) Exam Guide,2024-05-31,https://learning.oreilly.com/library/view/-/9781804618844/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781804618844/,[Packt Publishing],[Chandra Mohan Dhanasekaran Manjunath H. Gowda]
Learn OpenAI Whisper,2024-05-31,https://learning.oreilly.com/library/view/-/9781835085929/,book,en,Data,https://learning.oreilly.com/library/cover/9781835085929/,[Packt Publishing],[Josué R. Batista]
Mastering PyTorch - Second Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781801074308/,book,en,Data,https://learning.oreilly.com/library/cover/9781801074308/,[Packt Publishing],[Ashish Ranjan Jha]
Aligned,2024-05-31,https://learning.oreilly.com/library/view/-/9781098134419/,book,en,Business,https://learning.oreilly.com/library/cover/9781098134419/,"[O'Reilly Media, Inc.]",[Bruce McCarthy Melissa Appel]
Enterprise Architecture with .NET,2024-05-31,https://learning.oreilly.com/library/view/-/9781835085660/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781835085660/,[Packt Publishing],[Jean-Philippe Gouigoux]
Learn Ansible - Second Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781835088913/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781835088913/,[Packt Publishing],[Russ McKendrick]
Power Platform and the AI Revolution,2024-05-31,https://learning.oreilly.com/library/view/-/9781835086360/,book,en,Data,https://learning.oreilly.com/library/cover/9781835086360/,[Packt Publishing],[Aaron Guilmette]
Beginning C++ Game Programming - Third Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781835081747/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781835081747/,[Packt Publishing],[John Horton]
Mastering Python Design Patterns - Third Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781837639618/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781837639618/,[Packt Publishing],[Kamon Ayeva Sakis Kasampalis]
Microsoft Azure AI Fundamentals AI-900 Exam Guide,2024-05-31,https://learning.oreilly.com/library/view/-/9781835885666/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781835885666/,[Packt Publishing],[Aaron Guilmette Steve Miles]
Learning Design Patterns with Unity,2024-05-31,https://learning.oreilly.com/library/view/-/9781805120285/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781805120285/,[Packt Publishing],[Harrison Ferrone]
NGINX HTTP Server - Fifth Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781835469873/,book,en,Web & Mobile,https://learning.oreilly.com/library/cover/9781835469873/,[Packt Publishing],[Gabriel Ouiran Clement Nedelcu Martin Bjerretoft Fjordvald]
Augmented Analytics,2024-05-31,https://learning.oreilly.com/library/view/-/9781098151713/,book,en,Data,https://learning.oreilly.com/library/cover/9781098151713/,"[O'Reilly Media, Inc.]",[Willi Weber Tobias Zwingmann]
The Ultimate Zoom Cookbook,2024-05-31,https://learning.oreilly.com/library/view/-/9781804616994/,book,en,Business,https://learning.oreilly.com/library/cover/9781804616994/,[Packt Publishing],[Patrick Kelley]
PLCs for Beginners,2024-05-31,https://learning.oreilly.com/library/view/-/9781803230931/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803230931/,[Packt Publishing],[M. T. White]
Python Data Cleaning Cookbook - Second Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781803239873/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781803239873/,[Packt Publishing],[Michael Walker]
Odoo Development Cookbook - Fifth Edition,2024-05-31,https://learning.oreilly.com/library/view/-/9781805124276/,book,en,Business,https://learning.oreilly.com/library/cover/9781805124276/,[Packt Publishing],[Husen Daudi Jay Vora Parth Gajjar Alexandre Fayolle Holger Brunn Daniel Reis]
Mastering Customer Success,2024-05-31,https://learning.oreilly.com/library/view/-/9781835469033/,book,en,Business,https://learning.oreilly.com/library/cover/9781835469033/,[Packt Publishing],[Jeff Mar Peter Armaly]
Data Governance Handbook,2024-05-31,https://learning.oreilly.com/library/view/-/9781803240725/,book,en,Data,https://learning.oreilly.com/library/cover/9781803240725/,[Packt Publishing],[Wendy S. Batchelder]
Jump-start Your SOC Analyst Career: A Roadmap to Cybersecurity Success,2024-05-31,https://learning.oreilly.com/library/view/-/9798868803451/,book,en,Security,https://learning.oreilly.com/library/cover/9798868803451/,[Apress],[Tyler Wall Jarrett Rodrick]
David Busch’s Sony Alpha a7CR/a7C II Guide to Digital Photography,2024-05-30,https://learning.oreilly.com/library/view/-/9798888141984/,book,en,Design,https://learning.oreilly.com/library/cover/9798888141984/,[Rocky Nook],[David Busch]
31 Days Before your Cisco Certified Support Technician (CCST) Networking 100-150 Exam: A Day-By-Day Review Guide for the CCST-Networking Certification Exam,2024-05-30,https://learning.oreilly.com/library/view/-/9780138222864/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9780138222864/,[Cisco Press],[Allan Johnson]
The Ultimate Guide to Snowpark,2024-05-30,https://learning.oreilly.com/library/view/-/9781805123415/,book,en,Data,https://learning.oreilly.com/library/cover/9781805123415/,[Packt Publishing],[Shankar Narayanan SGS Vivekanandan SS]
"Kotlin in Action, Second Edition",2024-05-30,https://learning.oreilly.com/library/view/-/9781617299605/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781617299605/,[Manning Publications],[Roman Elizarov Svetlana Isakova Sebastian Aigner]
C++ Brain Teasers,2024-05-30,https://learning.oreilly.com/library/view/-/9798888650981/,book,en,Software Development,https://learning.oreilly.com/library/cover/9798888650981/,[Pragmatic Bookshelf],[Anders Schau Knatten]
Internal Communication in the Age of Artificial Intelligence,2024-05-30,https://learning.oreilly.com/library/view/-/9781637426050/,book,en,Data,https://learning.oreilly.com/library/cover/9781637426050/,[Business Expert Press],[Monique Zytnik]
Computational Imaging for Scene Understanding,2024-05-29,https://learning.oreilly.com/library/view/-/9781789451504/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781789451504/,[Wiley-ISTE],[Takuya Funatomi Takahiro Okabe]
Organizational Creative Capabilities,2024-05-29,https://learning.oreilly.com/library/view/-/9781786308122/,book,en,Business,https://learning.oreilly.com/library/cover/9781786308122/,[Wiley-ISTE],[Guy Parmentier]
Mastering Knowledge Management Using Microsoft Technologies: Secrets to Leveraging Microsoft 365 and Becoming a Knowledge Management Guru,2024-05-29,https://learning.oreilly.com/library/view/-/9798868803727/,book,en,Data,https://learning.oreilly.com/library/cover/9798868803727/,[Apress],[Tori Reddy Dodla]
Philosophies of Technologies,2024-05-29,https://learning.oreilly.com/library/view/-/9781786308702/,book,en,Business,https://learning.oreilly.com/library/cover/9781786308702/,[Wiley-ISTE],[Valerie Charolles Elise Lamy-Rested]
Visual Analytics for Dashboards: A Step-by-Step Guide to Principles and Practical Techniques,2024-05-29,https://learning.oreilly.com/library/view/-/9798868801198/,book,en,Data,https://learning.oreilly.com/library/cover/9798868801198/,[Apress],[Arshad Khan]
Windows Forensics: Understand Analysis Techniques for Your Windows,2024-05-29,https://learning.oreilly.com/library/view/-/9798868801938/,book,en,Security,https://learning.oreilly.com/library/cover/9798868801938/,[Apress],[Chuck Easttom William Butler Jessica Phelan Ramya Sai Bhagavatula Sean Steuber Karely Rodriguez Victoria Indy Balkissoon Zehra Naseer]
"Visualize This, 2nd Edition",2024-05-29,https://learning.oreilly.com/library/view/-/9781394214860/,book,en,Data,https://learning.oreilly.com/library/cover/9781394214860/,[Wiley],[Nathan Yau]
Data Analysis and Related Applications 3,2024-05-29,https://learning.oreilly.com/library/view/-/9781786309624/,book,en,Data,https://learning.oreilly.com/library/cover/9781786309624/,[Wiley-ISTE],[Yiannis Dimotikalis Christos H. Skiadas]
Network Automation with Nautobot,2024-05-28,https://learning.oreilly.com/library/view/-/9781837637867/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781837637867/,[Packt Publishing],[Jason Edelman Glenn Matthews Josh VanDeraa Ken Celenza Christian Adell Brad Haas Bryan Culver John Anderson Gary Snider]
Untrapping Product Teams: Simplify the Complexity of Creating Digital Products,2024-05-28,https://learning.oreilly.com/library/view/-/9780135335376/,book,en,Business,https://learning.oreilly.com/library/cover/9780135335376/,[Addison-Wesley Professional],[David Pereira]
"Take Control of Your Online Privacy, 5th Edition",2024-05-28,https://learning.oreilly.com/library/view/-/9781947282377/,book,en,Data,https://learning.oreilly.com/library/cover/9781947282377/,[Take Control Books],[Joe Kissell]
Daily Practices of Inclusive Leaders,2024-05-28,https://learning.oreilly.com/library/view/-/9781523006434/,book,en,Business,https://learning.oreilly.com/library/cover/9781523006434/,[Berrett-Koehler Publishers],[Eddie Pate Jonathan Stutz]
Deploying Juniper Data Centers with EVPN VXLAN,2024-05-28,https://learning.oreilly.com/library/view/-/9780138225438/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9780138225438/,[Addison-Wesley Professional],[Aninda Chatterjee]
Effective Software Architecture: Building Better Software Faster,2024-05-28,https://learning.oreilly.com/library/view/-/9780138249205/,book,en,Software Development,https://learning.oreilly.com/library/cover/9780138249205/,[Addison-Wesley Professional],[Oliver Goldman]
Inky Meditations,2024-05-28,https://learning.oreilly.com/library/view/-/9780760388761/,book,en,Design,https://learning.oreilly.com/library/cover/9780760388761/,[Walter Foster],[Inky]
Tuning the Snowflake Data Cloud: Optimizing Your Data Platform to Minimize Cost and Maximize Performance,2024-05-28,https://learning.oreilly.com/library/view/-/9798868803796/,book,en,Data,https://learning.oreilly.com/library/cover/9798868803796/,[Apress],[Andrew Carruthers]
"Think Python, 3rd Edition",2024-05-28,https://learning.oreilly.com/library/view/-/9781098155421/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781098155421/,"[O'Reilly Media, Inc.]",[Allen Downey]
Draw Like a Mangaka,2024-05-28,https://learning.oreilly.com/library/view/-/9780760389133/,book,en,Design,https://learning.oreilly.com/library/cover/9780760389133/,[Walter Foster],[Marcel Kuhn]
Modern CMake for C++ - Second Edition,2024-05-28,https://learning.oreilly.com/library/view/-/9781805121800/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781805121800/,[Packt Publishing],[Rafał Świdziński]
"The Cybersecurity Guide to Governance, Risk, and Compliance",2024-05-28,https://learning.oreilly.com/library/view/-/9781394250196/,book,en,Security,https://learning.oreilly.com/library/cover/9781394250196/,[Wiley],[Jason Edwards Griffin Weaver]
The Fast Future Blur,2024-05-28,https://learning.oreilly.com/library/view/-/9781394220403/,book,en,Business,https://learning.oreilly.com/library/cover/9781394220403/,[Wiley],[The Fast Future Executive Hari Abburi Martha Bockenfeld Sangeet Paul Choudary Alun Evans Jessica Groopman Cortney Harding Ravin Jesuthasan Rajan Kalia Vince Kuraitis Efi Pylarinou Srikumar Ramanathan Kristin Slanina]
"How to Influence Anyone, Anywhere, Every Time",2024-05-28,https://learning.oreilly.com/library/view/-/9781394248643/,book,en,Business,https://learning.oreilly.com/library/cover/9781394248643/,[Wiley],[Colin James Erica Bagshaw]
The Art of Immutable Architecture: Theory and Practice of Data Management in Distributed Systems,2024-05-28,https://learning.oreilly.com/library/view/-/9798868802881/,book,en,Software Development,https://learning.oreilly.com/library/cover/9798868802881/,[Apress],[Michael L. Perry]
Build a Frontend Web Framework (From Scratch),2024-05-27,https://learning.oreilly.com/library/view/-/9781633438064/,book,en,Web & Mobile,https://learning.oreilly.com/library/cover/9781633438064/,[Manning Publications],[Angel Sola]
"Certified Kubernetes Application Developer (CKAD) Study Guide, 2nd Edition",2024-05-25,https://learning.oreilly.com/library/view/-/9781098152857/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781098152857/,"[O'Reilly Media, Inc.]",[Benjamin Muschko]
What Is LLMOps?,2024-05-25,https://learning.oreilly.com/library/view/-/9781098154301/,book,en,Data,https://learning.oreilly.com/library/cover/9781098154301/,"[O'Reilly Media, Inc.]",[Abi Aryan]
What Is Cloud-Managed Networking?,2024-05-25,https://learning.oreilly.com/library/view/-/9781098164942/,book,en,IT Operations,https://learning.oreilly.com/library/cover/9781098164942/,"[O'Reilly Media, Inc.]",[Kenichi Shibata]
"Probability and Statistics for Engineers and Scientists, Updated 9th Edition, by Pearson",2024-05-24,https://learning.oreilly.com/library/view/-/9789361597077/,book,en,Data,https://learning.oreilly.com/library/cover/9789361597077/,[Pearson India],[Ronald E. Walpole Raymond H. Myers Sharon L. Myers Keying]
Before Machine Learning Volume 1 - Linear Algebra for A.I,2024-05-24,https://learning.oreilly.com/library/view/-/9781836208952/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9781836208952/,[Packt Publishing],[Jorge Brasil]
Endpoint Detection and Response Essentials,2024-05-24,https://learning.oreilly.com/library/view/-/9781835463260/,book,en,Security,https://learning.oreilly.com/library/cover/9781835463260/,[Packt Publishing],[Guven Boyraz]
"Operational Amplifiers with Advanced Applications, 1st Edition by Pearson",2024-05-24,https://learning.oreilly.com/library/view/-/9789361598517/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9789361598517/,[Pearson India],[K. C. Selvam]
Business Intelligence with Looker Cookbook,2024-05-24,https://learning.oreilly.com/library/view/-/9781800560956/,book,en,Data,https://learning.oreilly.com/library/cover/9781800560956/,[Packt Publishing],[Khrystyna Grynko]
"Electromagnetic Fields and Waves, 3rd Edition by Pearson",2024-05-24,https://learning.oreilly.com/library/view/-/9789361591938/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9789361591938/,[Pearson India],[S. Salivahanan S. Karthie]
Privacy-Preserving Machine Learning,2024-05-24,https://learning.oreilly.com/library/view/-/9781800564671/,book,en,Data,https://learning.oreilly.com/library/cover/9781800564671/,[Packt Publishing],[Srinivasa Rao Aravilli]
Cybersecurity Strategies and Best Practices,2024-05-24,https://learning.oreilly.com/library/view/-/9781803230054/,book,en,Security,https://learning.oreilly.com/library/cover/9781803230054/,[Packt Publishing],[Milad Aslaner]
Critical Infrastructure Security,2024-05-24,https://learning.oreilly.com/library/view/-/9781837635030/,book,en,Security,https://learning.oreilly.com/library/cover/9781837635030/,[Packt Publishing],[Soledad Antelada Toledano]
"Advertising, Brand and Consumer Behaviour (The Indian Context), Ist Edition by Pearson",2024-05-24,https://learning.oreilly.com/library/view/-/9789361599941/,book,en,Business,https://learning.oreilly.com/library/cover/9789361599941/,[Pearson India],[Ramesh Kumar Anup Krishnamurhty]
Principles of Marketing by Pearson,2024-05-24,https://learning.oreilly.com/library/view/-/9789357055581/,book,en,Business,https://learning.oreilly.com/library/cover/9789357055581/,[Pearson India],[Prafulla Agnihotri Philip Kotler Gary Armstrong Sridhar Balasubramanian]
PowerShell for Penetration Testing,2024-05-24,https://learning.oreilly.com/library/view/-/9781835082454/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781835082454/,[Packt Publishing],[Dr. Andrew Blyth]
"Fundamentals of International Business, 5th Edition by Pearson",2024-05-24,https://learning.oreilly.com/library/view/-/9789361599781/,book,en,Business,https://learning.oreilly.com/library/cover/9789361599781/,[Pearson India],[Sumati varma]
Biophysics and Molecular Biology: Tools and Techniques by Pearson,2024-05-24,https://learning.oreilly.com/library/view/-/9789361593185/,book,en,"Math, Science, Engineering",https://learning.oreilly.com/library/cover/9789361593185/,[Pearson India],[Pranav Kumar]
The Routledge Critical Companion to Leadership Studies,2024-05-24,https://learning.oreilly.com/library/view/-/9781040024973/,book,en,Other,https://learning.oreilly.com/library/cover/9781040024973/,[Routledge],[David Knights Helena Liu Owain Smolović-Jones Suze Wilson]
Mastering PowerShell Scripting - Fifth Edition,2024-05-24,https://learning.oreilly.com/library/view/-/9781805120278/,book,en,Software Development,https://learning.oreilly.com/library/cover/9781805120278/,[Packt Publishing],[Chris Dent]
"Strategic Management and Competitive Advantage: Concepts and Cases, 6th Edition by Pearson",2024-05-24,https://learning.oreilly.com/library/view/-/9789361591112/,book,en,Business,https://learning.oreilly.com/library/cover/9789361591112/,[Pearson India],[Jay B. Barney William Hesterly Arunaditya Sahay Srinivasan Iyenger]
